obj  218.138    68.269     ----- ----- ---- -----
st1  217.528    78.076    16.7625       16.051        15.5855       15.2015
st2  226.481    67.840    16.8425       16.144        15.6955       15.2725
st3  223.123    127.324   15.7975       15.179        14.7635       14.4465
st4  256.300    133.871   17.1365       16.316        15.8355       15.4105
