obj   248.508    149.879    ------   ------   ------   -----
st1   296.001    176.097   ---- 16.12 15.63  -----
st2   284.575    100.531   ---- 17.79 17.07  -----
st3   259.189    125.075   ---- 17.65 17.32  -----
st4   215.381    140.778   ---- 17.53 17.14  -----
