obj   197.324    132.387   ---- ---- ---- ----
st1   164.471    61.719   13.65  13.17  12.88 12.687
st2   250.466    145.881  15.06  14.35  13.95 13.516 
st3   185.371    114.411  15.27  14.59  14.22 13.999
st4   183.893    167.239  16.09  15.16  14.61 14.100
